Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-07-11,0.0, 1999,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-07-21,0.0, 1999,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-08-01,0.0, 1999,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-08-11,0.0, 1999,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-08-21,0.0, 1999,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-09-01,0.0, 1999,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-09-11,0.0, 1999,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-09-21,0.0, 1999,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-10-01,0.0, 1999,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-10-11,0.0, 1999,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-10-21,0.0, 1999,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,1999-11-01,0.0, 1999,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-07-11,82.609, 2000,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-07-21,74.627, 2000,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-08-01,63.38, 2000,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-08-11,47.887, 2000,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-08-21,33.803, 2000,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-09-01,23.944, 2000,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-09-11,11.268, 2000,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-09-21,4.225, 2000,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-10-01,4.444, 2000,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-10-11,0.0, 2000,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-10-21,0.0, 2000,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2000-11-01,0.0, 2000,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-07-11,52.174, 2001,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-07-21,77.612, 2001,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-08-01,77.465, 2001,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-08-11,69.014, 2001,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-08-21,60.563, 2001,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-09-01,49.296, 2001,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-09-11,43.662, 2001,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-09-21,42.254, 2001,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-10-01,55.556, 2001,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-10-11,75.0, 2001,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-10-21,50.0, 2001,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2001-11-01,0.0, 2001,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-07-11,60.87, 2002,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-07-21,19.403, 2002,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-08-01,16.901, 2002,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-08-11,1.408, 2002,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-08-21,1.408, 2002,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-09-01,4.225, 2002,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-09-11,2.817, 2002,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-09-21,1.408, 2002,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-10-01,0.0, 2002,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-10-11,0.0, 2002,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-10-21,0.0, 2002,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2002-11-01,0.0, 2002,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-07-11,17.391, 2003,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-07-21,7.463, 2003,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-08-01,5.634, 2003,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-08-11,0.0, 2003,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-08-21,0.0, 2003,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-09-01,0.0, 2003,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-09-11,0.0, 2003,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-09-21,0.0, 2003,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-10-01,0.0, 2003,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-10-11,0.0, 2003,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-10-21,0.0, 2003,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2003-11-01,0.0, 2003,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-07-11,0.0, 2004,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-07-21,16.418, 2004,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-08-01,18.31, 2004,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-08-11,12.676, 2004,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-08-21,12.676, 2004,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-09-01,9.859, 2004,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-09-11,9.859, 2004,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-09-21,8.451, 2004,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-10-01,0.0, 2004,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-10-11,0.0, 2004,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-10-21,0.0, 2004,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2004-11-01,0.0, 2004,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-07-11,52.174, 2005,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-07-21,68.657, 2005,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-08-01,59.155, 2005,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-08-11,43.662, 2005,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-08-21,40.845, 2005,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-09-01,45.07, 2005,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-09-11,47.887, 2005,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-09-21,45.07, 2005,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-10-01,44.444, 2005,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-10-11,41.667, 2005,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-10-21,50.0, 2005,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2005-11-01,0.0, 2005,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-07-11,100.0, 2006,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-07-21,94.03, 2006,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-08-01,97.183, 2006,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-08-11,83.099, 2006,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-08-21,61.972, 2006,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-09-01,53.521, 2006,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-09-11,25.352, 2006,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-09-21,23.944, 2006,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-10-01,28.889, 2006,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-10-11,8.333, 2006,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-10-21,0.0, 2006,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2006-11-01,0.0, 2006,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-07-11,60.87, 2007,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-07-21,47.761, 2007,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-08-01,28.169, 2007,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-08-11,2.817, 2007,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-08-21,1.408, 2007,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-09-01,2.817, 2007,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-09-11,2.817, 2007,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-09-21,2.817, 2007,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-10-01,4.444, 2007,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-10-11,0.0, 2007,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-10-21,0.0, 2007,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2007-11-01,0.0, 2007,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-07-11,0.0, 2008,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-07-21,4.478, 2008,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-08-01,4.225, 2008,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-08-11,1.408, 2008,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-08-21,2.817, 2008,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-09-01,2.817, 2008,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-09-11,1.408, 2008,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-09-21,1.408, 2008,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-10-01,2.222, 2008,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-10-11,0.0, 2008,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-10-21,0.0, 2008,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2008-11-01,0.0, 2008,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-07-11,21.739, 2009,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-07-21,41.791, 2009,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-08-01,43.662, 2009,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-08-11,35.211, 2009,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-08-21,29.577, 2009,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-09-01,30.986, 2009,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-09-11,29.577, 2009,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-09-21,21.127, 2009,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-10-01,31.111, 2009,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-10-11,16.667, 2009,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-10-21,0.0, 2009,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2009-11-01,0.0, 2009,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-07-11,0.0, 2010,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-07-21,0.0, 2010,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-08-01,0.0, 2010,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-08-11,0.0, 2010,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-08-21,0.0, 2010,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-09-01,0.0, 2010,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-09-11,0.0, 2010,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-09-21,0.0, 2010,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-10-01,0.0, 2010,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-10-11,0.0, 2010,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-10-21,0.0, 2010,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2010-11-01,0.0, 2010,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-07-11,0.0, 2011,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-07-21,25.373, 2011,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-08-01,29.577, 2011,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-08-11,33.803, 2011,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-08-21,26.761, 2011,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-09-01,25.352, 2011,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-09-11,33.803, 2011,09,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-09-21,32.394, 2011,09,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-10-01,37.778, 2011,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-10-11,41.667, 2011,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-10-21,0.0, 2011,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2011-11-01,0.0, 2011,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2012-07-11,0.0, 2012,07,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2012-07-21,10.448, 2012,07,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2012-08-01,8.451, 2012,08,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2012-08-11,1.408, 2012,08,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2012-08-21,0.0, 2012,08,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),Niger,2202,Agadez,Crop Area,2012-09-01,0.0, 2012,09,1, % of area with Mean VHI below 35 ,FAO-ASIS
